Product URL,Landed Cost,Asket Price,Traditional Retail,Raw Material & Milling,Manufacturing,Trims & Packaging,Transport,Raw materials,Milling,Trims,Overall Traceability,Carbon Emissions,Water,Energy,Name
https://www.asket.com/se/mens/knitwear/merino-roll-neck-dark-navy,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,21.32kg CO₂e,5.23m³,41.26kWh,The Merino Roll Neck
https://www.asket.com/se/mens/knitwear/merino-wool-polo-dark-green,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,58%,82% Overall traceability,20.77kg CO₂e,5.57m³,41.34kWh,The Merino Wool Polo
https://www.asket.com/se/mens/knitwear/merino-sweater-burgundy,244 SEK,1000 SEK,1470 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,22.42kg CO₂e,5.4m³,45.25kWh,The Merino Sweater
https://www.asket.com/se/mens/knitwear/merino-zip-cardigan-black,579 SEK,2000 SEK,3470 SEK,285 SEK,100%,83 SEK,13 SEK,100%,100%,58%,82% Overall traceability,53.44kg CO₂e,14.28m³,120.04kWh,The Merino Zip Cardigan
https://www.asket.com/se/mens/t-shirts/t-shirt-grey-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/knitwear/cashmere-sweater-dark-grey,566 SEK,2000 SEK,3400 SEK,361 SEK,100%,10 SEK,11 SEK,,100%,33%,78% Overall traceability,7.27kg CO₂e,1.96m³,36.16kWh,The Cashmere Sweater
https://www.asket.com/se/mens/sweatshirts/sweatshirt-grey-melange,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-charcoal-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/t-shirt-dark-navy,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/knitwear/merino-sweater-light-grey,244 SEK,1000 SEK,1470 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,22.42kg CO₂e,5.4m³,45.25kWh,The Merino Sweater
https://www.asket.com/se/mens/denim/washed-denim-jeans-stone-bleach,459 SEK,1450 SEK,2760 SEK,141 SEK,100%,28 SEK,11 SEK,100%,100%,58%,87% Overall traceability,23.74kg CO₂e,114.28m³,80.5kWh,The Washed Denim Jeans
https://www.asket.com/se/mens/knitwear/cotton-sweater-grey-melange,280 SEK,1050 SEK,1680 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,83% Overall traceability,6.71kg CO₂e,61.34m³,26.6kWh,The Cotton Sweater
https://www.asket.com/se/mens/knitwear/merino-sweater-brown-melange,244 SEK,1000 SEK,1470 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,22.42kg CO₂e,5.4m³,45.25kWh,The Merino Sweater
https://www.asket.com/se/mens/knitwear/merino-roll-neck-dark-green,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,21.32kg CO₂e,5.23m³,41.26kWh,The Merino Roll Neck
https://www.asket.com/se/mens/knitwear/merino-zip-cardigan-dark-navy,579 SEK,2000 SEK,3470 SEK,285 SEK,100%,83 SEK,13 SEK,100%,100%,58%,82% Overall traceability,53.44kg CO₂e,14.28m³,120.04kWh,The Merino Zip Cardigan
https://www.asket.com/se/mens/knitwear/heavy-wool-sweater-brown,367 SEK,1350 SEK,2210 SEK,190 SEK,100%,10 SEK,13 SEK,,100%,,100% Overall traceability,9.37kg CO₂e,2.23m³,45.84kWh,The Heavy Wool Sweater
https://www.asket.com/se/mens/knitwear/merino-sweater-dark-navy,244 SEK,1000 SEK,1470 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,22.42kg CO₂e,5.4m³,45.25kWh,The Merino Sweater
https://www.asket.com/se/mens/knitwear/merino-wool-polo-brown-melange,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,58%,82% Overall traceability,20.77kg CO₂e,5.57m³,41.34kWh,The Merino Wool Polo
https://www.asket.com/se/mens/knitwear/merino-half-zip-sweater-black,494 SEK,1700 SEK,2970 SEK,268 SEK,100%,38 SEK,11 SEK,100%,100%,83%,95% Overall traceability,45.9kg CO₂e,12.26m³,103.1kWh,The Merino Half Zip Sweater
https://www.asket.com/se/mens/t-shirts/t-shirt-off-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/knitwear/merino-wool-polo-light-grey,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,58%,82% Overall traceability,20.77kg CO₂e,5.57m³,41.34kWh,The Merino Wool Polo
https://www.asket.com/se/mens/knitwear/cashmere-sweater-light-grey,566 SEK,2000 SEK,3400 SEK,361 SEK,100%,10 SEK,11 SEK,,100%,33%,78% Overall traceability,7.27kg CO₂e,1.96m³,36.16kWh,The Cashmere Sweater
https://www.asket.com/se/mens/knitwear/cotton-sweater-olive,280 SEK,1050 SEK,1680 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,83% Overall traceability,6.71kg CO₂e,61.34m³,26.6kWh,The Cotton Sweater
https://www.asket.com/se/mens/knitwear/merino-sweater-dark-green,244 SEK,1000 SEK,1470 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,22.42kg CO₂e,5.4m³,45.25kWh,The Merino Sweater
https://www.asket.com/se/mens/knitwear/merino-roll-neck-brown-melange,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,21.32kg CO₂e,5.23m³,41.26kWh,The Merino Roll Neck
https://www.asket.com/se/mens/knitwear/merino-zip-cardigan-charcoal-melange,579 SEK,2000 SEK,3470 SEK,285 SEK,100%,83 SEK,13 SEK,100%,100%,58%,82% Overall traceability,53.44kg CO₂e,14.28m³,120.04kWh,The Merino Zip Cardigan
https://www.asket.com/se/mens/knitwear/merino-sweater-charcoal-melange,244 SEK,1000 SEK,1470 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,22.42kg CO₂e,5.4m³,45.25kWh,The Merino Sweater
https://www.asket.com/se/mens/knitwear/cashmere-sweater-dark-navy,566 SEK,2000 SEK,3400 SEK,361 SEK,100%,10 SEK,11 SEK,,100%,33%,78% Overall traceability,7.27kg CO₂e,1.96m³,36.16kWh,The Cashmere Sweater
https://www.asket.com/se/mens/t-shirts/t-shirt-black,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/knitwear/cotton-sweater-dark-navy,280 SEK,1050 SEK,1680 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,83% Overall traceability,6.71kg CO₂e,61.34m³,26.6kWh,The Cotton Sweater
https://www.asket.com/se/mens/knitwear/cotton-sweater-off-white,280 SEK,1050 SEK,1680 SEK,114 SEK,100%,10 SEK,11 SEK,100%,100%,33%,83% Overall traceability,6.71kg CO₂e,61.34m³,26.6kWh,The Cotton Sweater
https://www.asket.com/se/mens/t-shirts/t-shirt-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/lightweight-t-shirt-white,130 SEK,500 SEK,790 SEK,64 SEK,100%,8 SEK,3 SEK,33%,100%,83%,88% Overall traceability,9.77kg CO₂e,28.26m³,30.68kWh,The Lightweight T-Shirt
https://www.asket.com/se/mens/knitwear/merino-wool-polo-dark-navy,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,58%,82% Overall traceability,20.77kg CO₂e,5.57m³,41.34kWh,The Merino Wool Polo
https://www.asket.com/se/mens/knitwear/cashmere-sweater-light-brown,566 SEK,2000 SEK,3400 SEK,361 SEK,100%,10 SEK,11 SEK,,100%,33%,78% Overall traceability,7.27kg CO₂e,1.96m³,36.16kWh,The Cashmere Sweater
https://www.asket.com/se/mens/knitwear/merino-roll-neck-black,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,21.32kg CO₂e,5.23m³,41.26kWh,The Merino Roll Neck
https://www.asket.com/se/mens/knitwear/merino-wool-polo-charcoal-melange,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,58%,82% Overall traceability,20.77kg CO₂e,5.57m³,41.34kWh,The Merino Wool Polo
https://www.asket.com/se/mens/knitwear/merino-half-zip-sweater-dark-navy,494 SEK,1700 SEK,2970 SEK,268 SEK,100%,38 SEK,11 SEK,100%,100%,83%,95% Overall traceability,45.9kg CO₂e,12.26m³,103.1kWh,The Merino Half Zip Sweater
https://www.asket.com/se/mens/knitwear/merino-roll-neck-charcoal-melange,252 SEK,1050 SEK,1520 SEK,107 SEK,100%,10 SEK,11 SEK,100%,100%,33%,81% Overall traceability,21.32kg CO₂e,5.23m³,41.26kWh,The Merino Roll Neck
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-browndark-greenburgundy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/knitwear/heavy-wool-sweater-dark-green,367 SEK,1350 SEK,2210 SEK,190 SEK,100%,10 SEK,13 SEK,,100%,,100% Overall traceability,9.37kg CO₂e,2.23m³,45.84kWh,The Heavy Wool Sweater
https://www.asket.com/se/mens/denim/raw-denim-jeans-raw-denim,441 SEK,1450 SEK,2650 SEK,165 SEK,100%,28 SEK,11 SEK,100%,100%,58%,89% Overall traceability,22.7kg CO₂e,154m³,107.3kWh,The Raw Denim Jeans
https://www.asket.com/se/mens/denim/black-denim-jeans-stay-black,489 SEK,1450 SEK,2940 SEK,172 SEK,100%,28 SEK,11 SEK,100%,100%,58%,88% Overall traceability,51.52kg CO₂e,184.36m³,120.78kWh,The Black Denim Jeans
https://www.asket.com/se/mens/trousers/shorts-olive,338 SEK,1000 SEK,2030 SEK,99 SEK,100%,33 SEK,6 SEK,100%,100%,71%,89% Overall traceability,16.08kg CO₂e,47.62m³,52.9kWh,The Shorts
https://www.asket.com/se/mens/trousers/chino-beige,492 SEK,1450 SEK,2950 SEK,197 SEK,100%,33 SEK,6 SEK,66%,76%,61%,72% Overall traceability,25.14kg CO₂e,59.08m³,119.6kWh,The Chino
https://www.asket.com/se/mens/t-shirts/t-shirt-grey-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/trousers/chino-black,492 SEK,1450 SEK,2950 SEK,197 SEK,100%,33 SEK,6 SEK,66%,76%,61%,72% Overall traceability,25.14kg CO₂e,59.08m³,119.6kWh,The Chino
https://www.asket.com/se/mens/t-shirts/t-shirt-charcoal-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/t-shirt-dark-navy,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-grey-melange,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/denim/washed-denim-jeans-stone-bleach,459 SEK,1450 SEK,2760 SEK,141 SEK,100%,28 SEK,11 SEK,100%,100%,58%,87% Overall traceability,23.74kg CO₂e,114.28m³,80.5kWh,The Washed Denim Jeans
https://www.asket.com/se/mens/denim/washed-denim-jeans-stone-wash,459 SEK,1450 SEK,2760 SEK,141 SEK,100%,28 SEK,11 SEK,100%,100%,58%,87% Overall traceability,23.74kg CO₂e,114.28m³,80.5kWh,The Washed Denim Jeans
https://www.asket.com/se/mens/denim/black-denim-jeans-grey-wash,489 SEK,1450 SEK,2940 SEK,172 SEK,100%,28 SEK,11 SEK,100%,100%,58%,88% Overall traceability,51.52kg CO₂e,184.36m³,120.78kWh,The Black Denim Jeans
https://www.asket.com/se/mens/t-shirts/t-shirt-off-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/trousers/heavy-twill-chino-khaki-green,489 SEK,1450 SEK,2940 SEK,236 SEK,100%,11 SEK,111 SEK,100%,100%,55%,90% Overall traceability,22.74kg CO₂e,95.84m³,125.2kWh,The Heavy Twill Chino
https://www.asket.com/se/mens/trousers/chino-taupe,492 SEK,1450 SEK,2950 SEK,197 SEK,100%,33 SEK,6 SEK,66%,76%,61%,72% Overall traceability,25.14kg CO₂e,59.08m³,119.6kWh,The Chino
https://www.asket.com/se/mens/trousers/chino-dark-navy,492 SEK,1450 SEK,2950 SEK,197 SEK,100%,33 SEK,6 SEK,66%,76%,61%,72% Overall traceability,25.14kg CO₂e,59.08m³,119.6kWh,The Chino
https://www.asket.com/se/mens/trousers/heavy-twill-chino-beige,489 SEK,1450 SEK,2940 SEK,236 SEK,100%,11 SEK,111 SEK,100%,100%,55%,90% Overall traceability,22.74kg CO₂e,95.84m³,125.2kWh,The Heavy Twill Chino
https://www.asket.com/se/mens/trousers/chino-khaki-green,492 SEK,1450 SEK,2950 SEK,197 SEK,100%,33 SEK,6 SEK,66%,76%,61%,72% Overall traceability,25.14kg CO₂e,59.08m³,119.6kWh,The Chino
https://www.asket.com/se/mens/t-shirts/t-shirt-black,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/t-shirt-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/lightweight-t-shirt-white,130 SEK,500 SEK,790 SEK,64 SEK,100%,8 SEK,3 SEK,33%,100%,83%,88% Overall traceability,9.77kg CO₂e,28.26m³,30.68kWh,The Lightweight T-Shirt
https://www.asket.com/se/mens/trousers/shorts-beige,338 SEK,1000 SEK,2030 SEK,99 SEK,100%,33 SEK,6 SEK,100%,100%,71%,89% Overall traceability,16.08kg CO₂e,47.62m³,52.9kWh,The Shorts
https://www.asket.com/se/mens/trousers/shorts-dark-navy,338 SEK,1000 SEK,2030 SEK,99 SEK,100%,33 SEK,6 SEK,100%,100%,71%,89% Overall traceability,16.08kg CO₂e,47.62m³,52.9kWh,The Shorts
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-browndark-greenburgundy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/trousers/heavy-twill-chino-dark-navy,489 SEK,1450 SEK,2940 SEK,236 SEK,100%,11 SEK,111 SEK,100%,100%,55%,90% Overall traceability,22.74kg CO₂e,95.84m³,125.2kWh,The Heavy Twill Chino
https://www.asket.com/se/mens/shirts/wool-overshirt-dark-navy,546 SEK,1850 SEK,3270 SEK,324 SEK,100%,26 SEK,11 SEK,100%,100%,60%,86% Overall traceability,32.79kg CO₂e,69.76m³,85.54kWh,The Wool Overshirt
https://www.asket.com/se/mens/shirts/overshirt-beige,509 SEK,1650 SEK,3060 SEK,302 SEK,100%,17 SEK,11 SEK,100%,89%,88%,92% Overall traceability,29.33kg CO₂e,83.33m³,100.54kWh,The Overshirt
https://www.asket.com/se/mens/outerwear/car-coat-dark-navy,1429 SEK,3400 SEK,8570 SEK,502 SEK,100%,172 SEK,28 SEK,100%,100%,60%,88% Overall traceability,65.18kg CO₂e,175.62m³,161.5kWh,The Car Coat
https://www.asket.com/se/mens/denim/raw-denim-jacket-raw-denim,1018 SEK,2850 SEK,6110 SEK,355 SEK,100%,44 SEK,17 SEK,100%,100%,58%,89% Overall traceability,40.5kg CO₂e,293.74m³,190.42kWh,The Raw Denim Jacket
https://www.asket.com/se/mens/shirts/wool-overshirt-charcoal-melange,546 SEK,1850 SEK,3270 SEK,324 SEK,100%,26 SEK,11 SEK,100%,100%,60%,86% Overall traceability,32.79kg CO₂e,69.76m³,85.54kWh,The Wool Overshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-grey-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-grey-melange,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-charcoal-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/t-shirt-dark-navy,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/outerwear/zip-jacket-dark-navy,840 SEK,2350 SEK,5040 SEK,284 SEK,100%,47 SEK,231 SEK,0%,100%,44%,70% Overall traceability,30.08kg CO₂e,4.18m³,136.74kWh,The Zip Jacket
https://www.asket.com/se/mens/denim/washed-denim-jeans-stone-bleach,459 SEK,1450 SEK,2760 SEK,141 SEK,100%,28 SEK,11 SEK,100%,100%,58%,87% Overall traceability,23.74kg CO₂e,114.28m³,80.5kWh,The Washed Denim Jeans
