Product URL,Landed Cost,Asket Price,Traditional Retail,Raw Material & Milling,Manufacturing,Trims & Packaging,Transport,Raw materials,Milling,Trims,Overall Traceability,Carbon Emissions,Water,Energy,Name
https://www.asket.com/se/mens/t-shirts/t-shirt-off-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/outerwear/field-jacket-dark-navy,1071 SEK,3150 SEK,6430 SEK,387 SEK,100%,80 SEK,28 SEK,100%,100%,44%,86% Overall traceability,67.23kg CO₂e,174.82m³,144.36kWh,The Field Jacket
https://www.asket.com/se/mens/shirts/overshirt-black,509 SEK,1650 SEK,3060 SEK,302 SEK,100%,17 SEK,11 SEK,100%,89%,88%,92% Overall traceability,29.33kg CO₂e,83.33m³,100.54kWh,The Overshirt
https://www.asket.com/se/mens/outerwear/car-coat-beige,1429 SEK,3400 SEK,8570 SEK,502 SEK,100%,172 SEK,28 SEK,100%,100%,60%,88% Overall traceability,65.18kg CO₂e,175.62m³,161.5kWh,The Car Coat
https://www.asket.com/se/mens/outerwear/field-jacket-khaki-green,1071 SEK,3150 SEK,6430 SEK,387 SEK,100%,80 SEK,28 SEK,100%,100%,44%,86% Overall traceability,67.23kg CO₂e,174.82m³,144.36kWh,The Field Jacket
https://www.asket.com/se/mens/outerwear/wool-coat-charcoal-melange,1331 SEK,3950 SEK,7990 SEK,418 SEK,100%,28 SEK,163 SEK,100%,100%,66%,88% Overall traceability,36.81kg CO₂e,76.28m³,141.82kWh,The Wool Coat
https://www.asket.com/se/mens/shirts/wool-overshirt-khaki-green,546 SEK,1850 SEK,3270 SEK,324 SEK,100%,26 SEK,11 SEK,100%,100%,60%,86% Overall traceability,32.79kg CO₂e,69.76m³,85.54kWh,The Wool Overshirt
https://www.asket.com/se/mens/outerwear/zip-vest-dark-navy,655 SEK,1800 SEK,3930 SEK,145 SEK,100%,87 SEK,22 SEK,0%,100%,44%,70% Overall traceability,18.86kg CO₂e,2.5m³,84.97kWh,The Zip Vest
https://www.asket.com/se/mens/shirts/overshirt-taupe,509 SEK,1650 SEK,3060 SEK,302 SEK,100%,17 SEK,11 SEK,100%,89%,88%,92% Overall traceability,29.33kg CO₂e,83.33m³,100.54kWh,The Overshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-black,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/shirts/overshirt-dark-navy,509 SEK,1650 SEK,3060 SEK,302 SEK,100%,17 SEK,11 SEK,100%,89%,88%,92% Overall traceability,29.33kg CO₂e,83.33m³,100.54kWh,The Overshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/shirts/overshirt-khaki-green,509 SEK,1650 SEK,3060 SEK,302 SEK,100%,17 SEK,11 SEK,100%,89%,88%,92% Overall traceability,29.33kg CO₂e,83.33m³,100.54kWh,The Overshirt
https://www.asket.com/se/mens/t-shirts/lightweight-t-shirt-white,130 SEK,500 SEK,790 SEK,64 SEK,100%,8 SEK,3 SEK,33%,100%,83%,88% Overall traceability,9.77kg CO₂e,28.26m³,30.68kWh,The Lightweight T-Shirt
https://www.asket.com/se/mens/shirts/overshirt-olive,509 SEK,1650 SEK,3060 SEK,302 SEK,100%,17 SEK,11 SEK,100%,89%,88%,92% Overall traceability,29.33kg CO₂e,83.33m³,100.54kWh,The Overshirt
https://www.asket.com/se/mens/outerwear/wool-coat-dark-navy,1331 SEK,3950 SEK,7990 SEK,418 SEK,100%,28 SEK,163 SEK,100%,100%,66%,88% Overall traceability,36.81kg CO₂e,76.28m³,141.82kWh,The Wool Coat
https://www.asket.com/se/mens/denim/washed-denim-jacket-stone-bleach,879 SEK,2350 SEK,5270 SEK,199 SEK,100%,44 SEK,17 SEK,100%,100%,58%,87% Overall traceability,25.96kg CO₂e,116.22m³,92.18kWh,The Washed Denim Jacket
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-browndark-greenburgundy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/sweatshirts/zip-hoodie-grey-melange,419 SEK,1350 SEK,2520 SEK,197 SEK,100%,61 SEK,13 SEK,100%,89%,73%,85% Overall traceability,39.83kg CO₂e,202.92m³,197.55kWh,The Zip Hoodie
https://www.asket.com/se/mens/sweatshirts/zip-hoodie-black,419 SEK,1350 SEK,2520 SEK,197 SEK,100%,61 SEK,13 SEK,100%,89%,73%,85% Overall traceability,39.83kg CO₂e,202.92m³,197.55kWh,The Zip Hoodie
https://www.asket.com/se/mens/t-shirts/t-shirt-grey-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-grey-melange,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-charcoal-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/t-shirt-dark-navy,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/denim/washed-denim-jeans-stone-bleach,459 SEK,1450 SEK,2760 SEK,141 SEK,100%,28 SEK,11 SEK,100%,100%,58%,87% Overall traceability,23.74kg CO₂e,114.28m³,80.5kWh,The Washed Denim Jeans
https://www.asket.com/se/mens/sweatshirts/hoodie-mud-green,325 SEK,1250 SEK,1950 SEK,181 SEK,100%,17 SEK,13 SEK,100%,93%,70%,85% Overall traceability,29.51kg CO₂e,97.37m³,158.54kWh,The Hoodie
https://www.asket.com/se/mens/t-shirts/t-shirt-off-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-black,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/sweatshirts/hoodie-black,325 SEK,1250 SEK,1950 SEK,181 SEK,100%,17 SEK,13 SEK,100%,93%,70%,85% Overall traceability,29.51kg CO₂e,97.37m³,158.54kWh,The Hoodie
https://www.asket.com/se/mens/sweatshirts/hoodie-grey-melange,325 SEK,1250 SEK,1950 SEK,181 SEK,100%,17 SEK,13 SEK,100%,93%,70%,85% Overall traceability,29.51kg CO₂e,97.37m³,158.54kWh,The Hoodie
https://www.asket.com/se/mens/sweatshirts/zip-hoodie-mud-green,419 SEK,1350 SEK,2520 SEK,197 SEK,100%,61 SEK,13 SEK,100%,89%,73%,85% Overall traceability,39.83kg CO₂e,202.92m³,197.55kWh,The Zip Hoodie
https://www.asket.com/se/mens/sweatshirts/sweatshirt-burgundy,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/t-shirts/t-shirt-black,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/zip-hoodie-dark-navy,419 SEK,1350 SEK,2520 SEK,197 SEK,100%,61 SEK,13 SEK,100%,89%,73%,85% Overall traceability,39.83kg CO₂e,202.92m³,197.55kWh,The Zip Hoodie
https://www.asket.com/se/mens/t-shirts/t-shirt-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/hoodie-dark-navy,325 SEK,1250 SEK,1950 SEK,181 SEK,100%,17 SEK,13 SEK,100%,93%,70%,85% Overall traceability,29.51kg CO₂e,97.37m³,158.54kWh,The Hoodie
https://www.asket.com/se/mens/t-shirts/lightweight-t-shirt-white,130 SEK,500 SEK,790 SEK,64 SEK,100%,8 SEK,3 SEK,33%,100%,83%,88% Overall traceability,9.77kg CO₂e,28.26m³,30.68kWh,The Lightweight T-Shirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-dark-navy,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-off-white,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-mud-green,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-browndark-greenburgundy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/boxer-brief-dark-navy,63 SEK,300 SEK,380 SEK,8 SEK,100%,3 SEK,2 SEK,75%,100%,50%,82% Overall traceability,3.26kg CO₂e,14.54m³,18.18kWh,The Boxer Brief
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-3-pack-black,146 SEK,450 SEK,880 SEK,84 SEK,100%,10 SEK,5 SEK,66%,91%,,83% Overall traceability,34.95kg CO₂e,63.72m³,46.2kWh,The Ribbed Cotton Sock 3-Pack
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-dark-navy,48 SEK,200 SEK,290 SEK,28 SEK,100%,3 SEK,2 SEK,66%,91%,,83% Overall traceability,5.84kg CO₂e,10.62m³,7.7kWh,The Ribbed Cotton Sock
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-light-grey,48 SEK,200 SEK,290 SEK,28 SEK,100%,3 SEK,2 SEK,66%,91%,,83% Overall traceability,5.84kg CO₂e,10.62m³,7.7kWh,The Ribbed Cotton Sock
https://www.asket.com/se/mens/underwear/boxer-brief-3-pack-white,176 SEK,700 SEK,1060 SEK,24 SEK,100%,10 SEK,5 SEK,75%,100%,50%,82% Overall traceability,9.86kg CO₂e,43.61m³,54.54kWh,The Boxer Brief 3-Pack
https://www.asket.com/se/mens/underwear/boxer-brief-grey-melange,63 SEK,300 SEK,380 SEK,8 SEK,100%,3 SEK,2 SEK,75%,100%,50%,82% Overall traceability,3.26kg CO₂e,14.54m³,18.18kWh,The Boxer Brief
https://www.asket.com/se/mens/t-shirts/t-shirt-grey-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/sweatshirts/sweatshirt-grey-melange,336 SEK,1050 SEK,2010 SEK,214 SEK,100%,8 SEK,9 SEK,100%,93%,50%,87% Overall traceability,16.18kg CO₂e,204.5m³,90.48kWh,The Sweatshirt
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-charcoal-melange,48 SEK,200 SEK,290 SEK,28 SEK,100%,3 SEK,2 SEK,66%,91%,,83% Overall traceability,5.84kg CO₂e,10.62m³,7.7kWh,The Ribbed Cotton Sock
https://www.asket.com/se/mens/t-shirts/t-shirt-charcoal-melange,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/t-shirts/t-shirt-dark-navy,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/denim/washed-denim-jeans-stone-bleach,459 SEK,1450 SEK,2760 SEK,141 SEK,100%,28 SEK,11 SEK,100%,100%,58%,87% Overall traceability,23.74kg CO₂e,114.28m³,80.5kWh,The Washed Denim Jeans
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-grey,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/merino-sock-light-grey,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/boxer-brief-3-pack-black,176 SEK,700 SEK,1060 SEK,24 SEK,100%,10 SEK,5 SEK,75%,100%,50%,82% Overall traceability,9.86kg CO₂e,43.61m³,54.54kWh,The Boxer Brief 3-Pack
https://www.asket.com/se/mens/t-shirts/t-shirt-off-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/underwear/merino-sock-dark-green,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/boxer-brief-black,63 SEK,300 SEK,380 SEK,8 SEK,100%,3 SEK,2 SEK,75%,100%,50%,82% Overall traceability,3.26kg CO₂e,14.54m³,18.18kWh,The Boxer Brief
https://www.asket.com/se/mens/underwear/merino-sock-dark-navy,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-3-pack-charcoal-melange,146 SEK,450 SEK,880 SEK,84 SEK,100%,10 SEK,5 SEK,66%,91%,,83% Overall traceability,34.95kg CO₂e,63.72m³,46.2kWh,The Ribbed Cotton Sock 3-Pack
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-dark-navy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/boxer-brief-3-pack-grey-melange,176 SEK,700 SEK,1060 SEK,24 SEK,100%,10 SEK,5 SEK,75%,100%,50%,82% Overall traceability,9.86kg CO₂e,43.61m³,54.54kWh,The Boxer Brief 3-Pack
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-black,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-3-pack-light-grey,146 SEK,450 SEK,880 SEK,84 SEK,100%,10 SEK,5 SEK,66%,91%,,83% Overall traceability,34.95kg CO₂e,63.72m³,46.2kWh,The Ribbed Cotton Sock 3-Pack
https://www.asket.com/se/mens/t-shirts/t-shirt-black,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-3-pack-dark-navy,146 SEK,450 SEK,880 SEK,84 SEK,100%,10 SEK,5 SEK,66%,91%,,83% Overall traceability,34.95kg CO₂e,63.72m³,46.2kWh,The Ribbed Cotton Sock 3-Pack
https://www.asket.com/se/mens/t-shirts/t-shirt-white,135 SEK,450 SEK,810 SEK,54 SEK,100%,14 SEK,3 SEK,100%,93%,83%,93% Overall traceability,11.39kg CO₂e,53.68m³,65.42kWh,The T-Shirt
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-charcoal-melange,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/merino-sock-charcoal-melange,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/merino-sock-black,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/merino-sock-light-brown,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/t-shirts/lightweight-t-shirt-white,130 SEK,500 SEK,790 SEK,64 SEK,100%,8 SEK,3 SEK,33%,100%,83%,88% Overall traceability,9.77kg CO₂e,28.26m³,30.68kWh,The Lightweight T-Shirt
https://www.asket.com/se/mens/underwear/boxer-brief-3-pack-dark-navy,176 SEK,700 SEK,1060 SEK,24 SEK,100%,10 SEK,5 SEK,75%,100%,50%,82% Overall traceability,9.86kg CO₂e,43.61m³,54.54kWh,The Boxer Brief 3-Pack
https://www.asket.com/se/mens/underwear/boxer-brief-white,63 SEK,300 SEK,380 SEK,8 SEK,100%,3 SEK,2 SEK,75%,100%,50%,82% Overall traceability,3.26kg CO₂e,14.54m³,18.18kWh,The Boxer Brief
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-black,48 SEK,200 SEK,290 SEK,28 SEK,100%,3 SEK,2 SEK,66%,91%,,83% Overall traceability,5.84kg CO₂e,10.62m³,7.7kWh,The Ribbed Cotton Sock
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-browndark-greenburgundy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/merino-sock-burgundy,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-brown,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
